split,roboflow_filename,game,clip,frame_name,frame_id,width,height,tracknet_visibility,tracknet_x,tracknet_y,tracknet_status,matched_tracknet,ball_xmin,ball_ymin,ball_xmax,ball_ymax,ball_cx,ball_cy,player_count,player_boxes,court_1,court_2,court_3,court_4,court_5,court_6,court_7,court_8,court_9,court_10,court_11,court_12,court_13,court_14,selected_orientation,direct_error,mirrored_error,selected_error,orientation_margin
train,game2-Clip8-0420_jpg.rf.266cb65732784d57953caaa425abc1d0.jpg,game2,Clip8,0420.jpg,420,1280,720,1,473,159,0,1,466.0,152,480.0,166,473.0,159.0,2,"619.000,0.000,692.000,113.000|319.000,498.000,407.000,651.000","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","296.000,570.000","975.000,569.000","1090.000,569.000",mirrored,334.0,0.0,0.0,334.0
train,game2-Clip8-0421_jpg.rf.332d82ff171efdb7bbb5d560bc609254.jpg,game2,Clip8,0421.jpg,421,1280,720,1,476,151,0,1,469.0,144,483.0,158,476.0,151.0,2,"617.000,0.000,689.000,114.000|318.000,497.000,413.000,654.000","373.000,125.000","439.000,125.000","834.000,124.000","901.000,124.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,419.000","635.000,419.000","927.000,418.000","184.000,571.000","297.000,570.000","975.000,569.000","1089.000,569.000",mirrored,328.0,0.0,0.0,328.0
valid,game2-Clip8-0422_jpg.rf.f0ef0dbefcad5f9bb44b06d603919497.jpg,game2,Clip8,0422.jpg,422,1280,720,1,480,145,0,1,473.0,138,487.0,152,480.0,145.0,2,"615,0,688,113|321,492,420,655","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","346.000,419.000","635.000,418.000","927.000,418.000","183.000,570.000","296.000,570.000","975.000,569.000","1090.000,569.000",direct,0.0,320.0,0.0,320.0
train,game2-Clip8-0423_jpg.rf.36f2b8f26e1d5691d5c7bf852ded0017.jpg,game2,Clip8,0423.jpg,423,1280,720,1,485,141,0,1,478.0,134,492.0,148,485.0,141.0,2,"608.000,0.000,685.000,112.000|323.000,485.000,426.000,657.000","373.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","346.000,418.000","635.000,418.000","927.000,418.000","183.000,570.000","296.000,570.000","975.000,569.000","1090.000,569.000",mirrored,310.0,0.0,0.0,310.0
train,game2-Clip8-0424_jpg.rf.f36f8018a875ff7ee539a204fac3e2c7.jpg,game2,Clip8,0424.jpg,424,1280,720,1,485,138,0,1,478.0,131,492.0,145,485.0,138.0,2,"604,0,678,110|331,482,430,656","373.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","346.000,419.000","635.000,418.000","927.000,418.000","183.000,571.000","296.000,570.000","976.000,569.000","1090.000,569.000",direct,0.0,310.0,0.0,310.0
train,game2-Clip8-0425_jpg.rf.866074348e783a9a40e9aefea377a2e9.jpg,game2,Clip8,0425.jpg,425,1280,720,1,489,133,0,1,482.0,126,496.0,140,489.0,133.0,2,"602,0,667,108|338,483,431,657","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","296.000,570.000","975.000,569.000","1090.000,569.000",direct,0.0,302.0,0.0,302.0
train,game2-Clip8-0426_jpg.rf.e73dd29325d926e53d9a3de1fccd6348.jpg,game2,Clip8,0426.jpg,426,1280,720,1,492,135,0,1,485.0,128,499.0,142,492.0,135.0,2,"594,17,649,108|350,486,434,660","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","296.000,570.000","975.000,569.000","1090.000,569.000",direct,0.0,296.0,0.0,296.0
train,game2-Clip8-0427_jpg.rf.676371257f877a93bb51fa3fdd955a64.jpg,game2,Clip8,0427.jpg,427,1280,720,1,492,135,0,1,485.0,128,499.0,142,492.0,135.0,2,"589,15,638,110|367,488,439,656","373.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","975.000,569.000","1090.000,569.000",direct,0.0,296.0,0.0,296.0
train,game2-Clip8-0428_jpg.rf.844528803f944d2fb282f25cc156fbed.jpg,game2,Clip8,0428.jpg,428,1280,720,1,496,133,2,1,489.0,126,503.0,140,496.0,133.0,2,"576,15,627,110|376,489,446,661","374.000,125.000","440.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","975.000,569.000","1090.000,569.000",direct,0.0,288.0,0.0,288.0
train,game2-Clip8-0429_jpg.rf.dff5c2ca0b423a630cc122232f115cf8.jpg,game2,Clip8,0429.jpg,429,1280,720,1,499,116,0,1,492.0,109,506.0,123,499.0,116.0,2,"572.000,13.000,622.000,111.000|378.000,491.000,452.000,666.000","374.000,125.000","439.000,125.000","834.000,124.000","901.000,124.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","185.000,570.000","297.000,570.000","975.000,569.000","1090.000,569.000",mirrored,282.0,0.0,0.0,282.0
train,game2-Clip8-0430_jpg.rf.6aedc7162e68280dfeca83ec7578267b.jpg,game2,Clip8,0430.jpg,430,1280,720,1,499,100,0,1,492.0,93,506.0,107,499.0,100.0,2,"554.000,13.000,620.000,108.000|378.000,492.000,468.000,668.000","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","975.000,569.000","1090.000,569.000",mirrored,282.0,0.0,0.0,282.0
train,game2-Clip8-0431_jpg.rf.e57e8523d27f57d2ff4e3e9de22fe324.jpg,game2,Clip8,0431.jpg,431,1280,720,1,501,90,0,1,494.0,83,508.0,97,501.0,90.0,2,"543,15,617,107|378,493,483,666","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","975.000,569.000","1090.000,569.000",direct,0.0,278.0,0.0,278.0
train,game2-Clip8-0432_jpg.rf.35938b7d417483cc18fcd293be153e30.jpg,game2,Clip8,0432.jpg,432,1280,720,1,502,79,0,1,495.0,72,509.0,86,502.0,79.0,2,"541.000,14.000,613.000,107.000|379.000,490.000,489.000,666.000","374.000,125.000","439.000,125.000","833.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","183.000,569.000","296.000,569.000","976.000,569.000","1091.000,569.000",mirrored,276.0,0.0,0.0,276.0
train,game2-Clip8-0433_jpg.rf.bf38b0197196a687d6ed07bb067f3469.jpg,game2,Clip8,0433.jpg,433,1280,720,1,504,68,0,1,497.0,61,511.0,75,504.0,68.0,2,"536,14,602,103|384,486,493,661","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","296.000,570.000","975.000,569.000","1090.000,569.000",direct,0.0,272.0,0.0,272.0
train,game2-Clip8-0434_jpg.rf.b28448ad69f8743abfc815529e9fda78.jpg,game2,Clip8,0434.jpg,434,1280,720,1,505,60,0,1,498.0,53,512.0,67,505.0,60.0,2,"533,9,588,103|401,484,499,660","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","976.000,569.000","1090.000,569.000",direct,0.0,270.0,0.0,270.0
train,game2-Clip8-0435_jpg.rf.ce75f99d8ce15b95d5be23a331e009d5.jpg,game2,Clip8,0435.jpg,435,1280,720,1,510,56,1,1,503.0,49,517.0,63,510.0,56.0,2,"531,7,577,103|419,483,507,658","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","296.000,570.000","975.000,569.000","1090.000,569.000",direct,0.0,260.0,0.0,260.0
valid,game2-Clip8-0436_jpg.rf.4a967a697ed491a5f595bf2364105bd5.jpg,game2,Clip8,0436.jpg,436,1280,720,1,520,65,0,1,513.0,58,527.0,72,520.0,65.0,2,"528,5,574,103|444,481,515,657","373.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","183.000,569.000","296.000,569.000","976.000,569.000","1090.000,569.000",direct,0.0,240.0,0.0,240.0
train,game2-Clip8-0437_jpg.rf.f883bda8b152718dc9454920cc1d1766.jpg,game2,Clip8,0437.jpg,437,1280,720,1,531,75,0,1,524.0,68,538.0,82,531.0,75.0,2,"523,4,570,101|458,482,526,652","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","346.000,418.000","635.000,418.000","927.000,418.000","183.000,570.000","296.000,570.000","976.000,570.000","1090.000,569.000",direct,0.0,218.0,0.0,218.0
train,game2-Clip8-0438_jpg.rf.8de7866e49b98d763491f88995c118b7.jpg,game2,Clip8,0438.jpg,438,1280,720,2,544,85,0,1,537.0,78,551.0,92,544.0,85.0,2,"516.000,3.000,563.000,100.000|472.000,484.000,536.000,655.000","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","927.000,418.000","183.000,570.000","297.000,570.000","976.000,569.000","1090.000,569.000",mirrored,192.0,0.0,0.0,192.0
train,game2-Clip8-0439_jpg.rf.bd6fbb2eb8b1dbbcfcdf43e40f4f0845.jpg,game2,Clip8,0439.jpg,439,1280,720,1,554,96,0,1,547.0,89,561.0,103,554.0,96.0,2,"510,2,559,101|482,486,555,661","373.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","183.000,570.000","296.000,570.000","976.000,569.000","1090.000,569.000",direct,0.0,172.0,0.0,172.0
train,game2-Clip8-0440_jpg.rf.b94a0a41c15e3dfb35d42793cff73e65.jpg,game2,Clip8,0440.jpg,440,1280,720,1,568,109,0,1,561.0,102,575.0,116,568.0,109.0,2,"506.000,2.000,554.000,96.000|483.000,490.000,577.000,665.000","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","346.000,418.000","635.000,418.000","927.000,418.000","182.000,570.000","296.000,570.000","976.000,569.000","1091.000,569.000",mirrored,144.0,0.0,0.0,144.0
train,game2-Clip8-0441_jpg.rf.46e931a411a0f2b18569dd3b420dac39.jpg,game2,Clip8,0441.jpg,441,1280,720,2,580,126,0,1,573.0,119,587.0,133,580.0,126.0,2,"502,3,549,95|486,492,598,664","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","976.000,569.000","1090.000,569.000",direct,0.0,120.0,0.0,120.0
train,game2-Clip8-0442_jpg.rf.c3a67419e43421eda7df7a6bdb46dde5.jpg,game2,Clip8,0442.jpg,442,1280,720,1,591,140,0,1,584.0,133,598.0,147,591.0,140.0,2,"496.000,1.000,546.000,96.000|488.000,492.000,613.000,667.000","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","975.000,569.000","1090.000,569.000",mirrored,98.0,0.0,0.0,98.0
train,game2-Clip8-0443_jpg.rf.323e03833422dee0ada205dc1ef3057d.jpg,game2,Clip8,0443.jpg,443,1280,720,1,602,156,0,1,595.0,149,609.0,163,602.0,156.0,2,"493.000,2.000,541.000,95.000|488.000,490.000,628.000,667.000","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,419.000","636.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","975.000,569.000","1090.000,569.000",mirrored,76.0,0.0,0.0,76.0
train,game2-Clip8-0444_jpg.rf.770979d13d53a06e6c7f9b6d1403935d.jpg,game2,Clip8,0444.jpg,444,1280,720,1,616,177,0,1,609.0,170,623.0,184,616.0,177.0,3,"615,0,661,55|487,5,537,94|493,490,630,668","374.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","183.000,569.000","296.000,569.000","976.000,569.000","1090.000,569.000",direct,0.0,48.0,0.0,48.0
train,game2-Clip8-0445_jpg.rf.daa12f33796cb8d5b87d28d2152ee6a4.jpg,game2,Clip8,0445.jpg,445,1280,720,1,630,196,0,1,623.0,189,637.0,203,630.0,196.0,2,"478.000,7.000,535.000,94.000|499.000,489.000,634.000,667.000","374.000,125.000","440.000,125.000","833.000,125.000","900.000,125.000","420.000,191.000","636.000,191.000","854.000,191.000","347.000,418.000","636.000,418.000","927.000,418.000","183.000,570.000","296.000,570.000","976.000,570.000","1091.000,569.000",mirrored,20.0,0.0,0.0,20.0
train,game2-Clip8-0446_jpg.rf.a7b94d39a589bfa21eb6418567ae4e50.jpg,game2,Clip8,0446.jpg,446,1280,720,2,642,220,0,1,635.0,213,649.0,227,642.0,220.0,2,"478,8,531,94|524,490,636,668","374.000,126.000","439.000,126.000","833.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","854.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","976.000,569.000","1091.000,569.000",direct,0.0,4.0,0.0,4.0
train,game2-Clip8-0447_jpg.rf.e1042af992a4fad5a3b08d6f28ad831d.jpg,game2,Clip8,0447.jpg,447,1280,720,1,659,242,0,1,652.0,235,666.0,249,659.0,242.0,2,"479,9,527,94|543,491,652,666","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","975.000,569.000","1090.000,569.000",direct,0.0,38.0,0.0,38.0
valid,game2-Clip8-0448_jpg.rf.f95f5afeb9e462fc013286af4209faea.jpg,game2,Clip8,0448.jpg,448,1280,720,1,674,266,0,1,667.0,259,681.0,273,674.0,266.0,2,"478,10,525,93|576,491,662,664","374.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","928.000,418.000","183.000,570.000","296.000,570.000","976.000,569.000","1091.000,569.000",direct,0.0,68.0,0.0,68.0
train,game2-Clip8-0449_jpg.rf.21c30d693a88821fd11d5041ccc1cb4a.jpg,game2,Clip8,0449.jpg,449,1280,720,1,685,293,0,1,678.0,286,692.0,300,685.0,293.0,2,"477,10,525,94|594,490,677,664","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","927.000,418.000","185.000,570.000","297.000,570.000","976.000,569.000","1090.000,569.000",direct,0.0,90.0,0.0,90.0
train,game2-Clip8-0450_jpg.rf.a27cc34c5a3504620f69cacc8a7aa2e3.jpg,game2,Clip8,0450.jpg,450,1280,720,1,702,325,0,1,695.0,318,709.0,332,702.0,325.0,2,"478,8,523,93|598,488,689,662","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1091.000,570.000",direct,0.0,124.0,0.0,124.0
train,game2-Clip8-0451_jpg.rf.bcb73ea328b35e864f99cbfdf4dc1c1a.jpg,game2,Clip8,0451.jpg,451,1280,720,1,715,353,0,1,708.0,346,722.0,360,715.0,353.0,2,"477,7,525,92|600,481,715,666","374.000,126.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,192.000","636.000,191.000","855.000,191.000","347.000,419.000","635.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1090.000,570.000",direct,0.0,150.0,0.0,150.0
train,game2-Clip8-0452_jpg.rf.274a4f420c8fd9b7f50594c7dfc50bd8.jpg,game2,Clip8,0452.jpg,452,1280,720,1,733,388,0,1,726.0,381,740.0,395,733.0,388.0,2,"477,6,525,91|605,478,730,665","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","856.000,191.000","347.000,419.000","636.000,419.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1091.000,570.000",direct,0.0,186.0,0.0,186.0
train,game2-Clip8-0453_jpg.rf.2b16f8d9b4d853efee6768d099fbf65e.jpg,game2,Clip8,0453.jpg,453,1280,720,2,749,425,0,1,742.0,418,756.0,432,749.0,425.0,2,"478.000,6.000,526.000,91.000|626.000,474.000,736.000,655.000","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,419.000","636.000,418.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1091.000,570.000",mirrored,218.0,0.0,0.0,218.0
train,game2-Clip8-0454_jpg.rf.101019cc3f6c730eecac586380db068b.jpg,game2,Clip8,0454.jpg,454,1280,720,1,760,427,2,1,753.0,420,767.0,434,760.0,427.0,2,"479,6,529,91|645,470,754,649","374.000,126.000","439.000,126.000","834.000,125.000","900.000,125.000","419.000,192.000","636.000,191.000","855.000,191.000","347.000,419.000","636.000,419.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1091.000,570.000",direct,0.0,240.0,0.0,240.0
valid,game2-Clip8-0455_jpg.rf.397469627a3edaa3c9576132ea88bdbf.jpg,game2,Clip8,0455.jpg,455,1280,720,1,771,433,0,1,764.0,426,778.0,440,771.0,433.0,2,"482,6,533,91|669,474,757,644","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","856.000,191.000","347.000,419.000","636.000,419.000","928.000,419.000","184.000,570.000","297.000,570.000","976.000,570.000","1090.000,570.000",direct,0.0,262.0,0.0,262.0
train,game2-Clip8-0456_jpg.rf.41c98c9ca4c11118474c56c3c4aa473c.jpg,game2,Clip8,0456.jpg,456,1280,720,1,787,437,0,1,780.0,430,794.0,444,787.0,437.0,2,"481,8,536,91|685,473,776,638","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","856.000,191.000","347.000,419.000","636.000,419.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1090.000,570.000",direct,0.0,294.0,0.0,294.0
train,game2-Clip8-0457_jpg.rf.c0f915b7ba08953efc93a57cfaaf1b37.jpg,game2,Clip8,0457.jpg,457,1280,720,1,796,443,0,1,789.0,436,803.0,450,796.0,443.0,2,"482,8,540,91|697,474,785,638","373.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1091.000,569.000",direct,0.0,312.0,0.0,312.0
train,game2-Clip8-0458_jpg.rf.d91737415b81355c6eec52e5d7b1133c.jpg,game2,Clip8,0458.jpg,458,1280,720,1,810,451,0,1,803.0,444,817.0,458,810.0,451.0,2,"483,8,542,91|698,473,801,634","373.000,125.000","439.000,125.000","834.000,124.000","901.000,124.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,569.000","1091.000,569.000",direct,0.0,340.0,0.0,340.0
train,game2-Clip8-0459_jpg.rf.4855dd6a9546366398a650f4f397d701.jpg,game2,Clip8,0459.jpg,459,1280,720,1,818,461,0,1,811.0,454,825.0,468,818.0,461.0,2,"483,7,542,92|699,470,818,631","373.000,125.000","439.000,125.000","834.000,124.000","901.000,124.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","928.000,418.000","185.000,570.000","297.000,570.000","976.000,569.000","1091.000,569.000",direct,0.0,356.0,0.0,356.0
train,game2-Clip8-0460_jpg.rf.87bceb5b18c264afbccfc8480b3b10b9.jpg,game2,Clip8,0460.jpg,460,1280,720,1,831,475,0,1,824.0,468,838.0,482,831.0,475.0,2,"484.000,6.000,543.000,93.000|706.000,467.000,827.000,629.000","374.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,419.000","636.000,418.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1091.000,570.000",mirrored,382.0,0.0,0.0,382.0
valid,game2-Clip8-0461_jpg.rf.dfb9eb31fea7be4d5c2d2b1e7669ffff.jpg,game2,Clip8,0461.jpg,461,1280,720,1,847,487,0,1,840.0,480,854.0,494,847.0,487.0,2,"484,5,545,93|721,467,829,625","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","976.000,569.000","1091.000,569.000",direct,0.0,414.0,0.0,414.0
valid,game2-Clip8-0462_jpg.rf.f639f9c0057e184ce2ebf4e25ada5d86.jpg,game2,Clip8,0462.jpg,462,1280,720,1,858,504,0,1,851.0,497,865.0,511,858.0,504.0,2,"489,5,546,92|736,463,841,623","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,569.000","1091.000,569.000",direct,0.0,436.0,0.0,436.0
train,game2-Clip8-0463_jpg.rf.78394ee3abb8da6aa769d24ea3cdd847.jpg,game2,Clip8,0463.jpg,463,1280,720,1,873,523,0,1,866.0,516,880.0,530,873.0,523.0,2,"495.000,3.000,550.000,93.000|760.000,460.000,847.000,620.000","373.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","976.000,569.000","1090.000,569.000",mirrored,466.0,0.0,0.0,466.0
valid,game2-Clip8-0464_jpg.rf.c9c17af8ab12fa40482d6479a2e658ba.jpg,game2,Clip8,0464.jpg,464,1280,720,1,861,496,1,1,854.0,489,868.0,503,861.0,496.0,2,"504,1,552,93|769,459,843,619","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1091.000,570.000",direct,0.0,442.0,0.0,442.0
train,game2-Clip8-0465_jpg.rf.fae019956106dfacd0ce67b90c9f97ab.jpg,game2,Clip8,0465.jpg,465,1280,720,1,831,445,0,1,824.0,438,838.0,452,831.0,445.0,2,"511,0,555,93|771,427,849,614","374.000,126.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","928.000,418.000","184.000,570.000","296.000,570.000","976.000,570.000","1091.000,570.000",direct,0.0,382.0,0.0,382.0
train,game2-Clip8-0466_jpg.rf.22b5c950c7b517a1c028ec894ac99b5f.jpg,game2,Clip8,0466.jpg,466,1280,720,1,807,400,0,1,800.0,393,814.0,407,807.0,400.0,2,"517,0,558,91|776,453,862,610","374.000,126.000","439.000,126.000","834.000,125.000","900.000,125.000","419.000,192.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1091.000,569.000",direct,0.0,334.0,0.0,334.0
train,game2-Clip8-0467_jpg.rf.b77bcf881d1a88569ab3ff8c6698989b.jpg,game2,Clip8,0467.jpg,467,1280,720,1,785,361,0,1,778.0,354,792.0,368,785.0,361.0,2,"520.000,1.000,564.000,93.000|783.000,457.000,879.000,605.000","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","296.000,570.000","976.000,569.000","1091.000,569.000",mirrored,290.0,0.0,0.0,290.0
train,game2-Clip8-0468_jpg.rf.32fe3c1620bae45980301788bff55b57.jpg,game2,Clip8,0468.jpg,468,1280,720,1,766,327,0,1,759.0,320,773.0,334,766.0,327.0,2,"525,4,572,97|791,455,899,607","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,419.000","635.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","975.000,569.000","1089.000,569.000",direct,0.0,252.0,0.0,252.0
valid,game2-Clip8-0469_jpg.rf.5f1a4ed2c1ec3df9bb3093e676524973.jpg,game2,Clip8,0469.jpg,469,1280,720,1,748,301,0,1,741.0,294,755.0,308,748.0,301.0,2,"526,5,582,100|796,454,913,604","373.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","975.000,569.000","1090.000,569.000",direct,0.0,216.0,0.0,216.0
train,game2-Clip8-0470_jpg.rf.2964d4289d2b640b3c921f54da5e9c78.jpg,game2,Clip8,0470.jpg,470,1280,720,2,733,278,0,1,726.0,271,740.0,285,733.0,278.0,2,"528,9,590,101|813,455,918,599","373.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","635.000,418.000","927.000,418.000","184.000,570.000","296.000,570.000","976.000,569.000","1091.000,569.000",direct,0.0,186.0,0.0,186.0
train,game2-Clip8-0471_jpg.rf.523880e2d4ab390ee0cee2e4adc1f341.jpg,game2,Clip8,0471.jpg,471,1280,720,1,715,253,0,1,708.0,246,722.0,260,715.0,253.0,2,"528.000,13.000,594.000,101.000|818.000,456.000,919.000,598.000","373.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1091.000,569.000",mirrored,150.0,0.0,0.0,150.0
valid,game2-Clip8-0472_jpg.rf.45db953d5be2e9120001c3025df52715.jpg,game2,Clip8,0472.jpg,472,1280,720,2,702,238,0,1,695.0,231,709.0,245,702.0,238.0,2,"529,17,595,101|827,456,920,597","373.000,125.000","439.000,125.000","834.000,125.000","901.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","928.000,418.000","184.000,570.000","297.000,570.000","976.000,569.000","1091.000,569.000",direct,0.0,124.0,0.0,124.0
train,game2-Clip8-0473_jpg.rf.e29629517669c16ac527eac632c6828c.jpg,game2,Clip8,0473.jpg,473,1280,720,1,687,218,0,1,680.0,211,694.0,225,687.0,218.0,2,"530,18,595,101|836,451,924,598","374.000,125.000","439.000,125.000","834.000,125.000","900.000,125.000","419.000,191.000","636.000,191.000","855.000,191.000","347.000,418.000","636.000,418.000","927.000,418.000","184.000,570.000","297.000,570.000","976.000,570.000","1091.000,569.000",direct,0.0,94.0,0.0,94.0
